customerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Count,Country,State,City,ZipCode,LatLong,Latitude,Longitude,ChurnLabel,ChurnValue,ChurnScore,CLTV,ChurnReason,StatusID,Quarter,SatisfactionScore,CustomerStatus,ChurnCategory,NPS_Label,TenureGroup,LastInteractionNote
7110-BDTWG,Female,0,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,No,1,United States,California,San Jose,95148,"37.339533, -121.777179",37.339533,-121.777179,No,0,76,6302,,OJVRCK6594,Q3,4,Stayed,,Passive,49-72 months,"I'm looking into pausing my service temporarily. Is that an option, and what are the requirements?"
7112-OPOTK,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.932207,-120.135941,Yes,1,100,5647,Lack of self-service on Website,KUHVZK2894,Q3,2,Churned,Attitude,Detractor,25-48 months,"While I like the new user interface update, the underlying performance issues make it almost unusable. It's a nice coat of paint on a broken engine."
7113-HIPFI,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,1,United States,California,Long Beach,90806,"33.802664, -118.179971",33.802664,-118.179971,No,0,53,5500,,FNJGMN7569,Q3,3,Stayed,,Detractor,49-72 months,"I used to tell everyone how great your service was for years, seriously, it was fantastic. Lately, though, it's been an absolute nightmare of dropped calls and slow internet, and I'm really regretting staying."
7114-AEOZE,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,No,0,58,6213,,RFEVRL9896,Q3,4,Stayed,,Passive,49-72 months,I need to change my primary contact email address. How can I get that updated?
7115-IRDHS,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,No,1,United States,California,Sonora,95370,"37.982716, -120.343732",37.982716,-120.343732,No,0,66,5065,,UMMLHG1562,Q3,5,Stayed,,Promoter,49-72 months,Just checking in to say how pleased I am. Your updates are always thoughtful and improve the experience without being disruptive.
7120-RFMVS,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Yes,1,73,4340,Price too high,NGEDFX4498,Q3,2,Churned,Price,Passive,0-12 months,"The app is working mostly fine, but I'm trying to figure out how to update my payment method. It's not immediately obvious."
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,1,United States,California,Santa Monica,90401,"34.015481, -118.493231",34.015481,-118.493231,No,0,63,4741,,NUVEGU4846,Q3,5,Stayed,,Promoter,25-48 months,I've been with you for a while now and I just wanted to share how happy I am. I always recommend you to my friends and family.
7124-UGSUR,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Yes,1,84,4412,Competitor had better devices,ZTNPUO7168,Q3,1,Churned,Competitor,Detractor,49-72 months,"Your mobile app is actually pretty user-friendly when it connects, but I'm constantly losing service at my home address, which is the main reason I have your plan. It's just not acceptable."
7126-RBHSD,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,1,United States,California,Lathrop,95330,"37.80821, -121.308401",37.80821,-121.308401,No,0,38,2362,,CWELTX5841,Q3,3,Stayed,,Detractor,13-24 months,"I can't believe I've stuck with this for so long. Every interaction is a hassle, and it feels like my concerns are completely ignored."
7128-GGCNO,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No,1,United States,California,Laguna Hills,92653,"33.606899, -117.717854",33.606899,-117.717854,No,0,66,2642,,GGOYXF2319,Q3,4,Stayed,,Passive,25-48 months,I need to update my mailing address on file. Could you please let me know the best way to do that?
7129-ACFOG,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No,1,United States,California,Mountain Ranch,95246,"38.264262, -120.515133",38.264262,-120.515133,No,0,78,2182,,YPXEZS5417,Q3,4,Stayed,,Passive,0-12 months,I'm trying to link a secondary account but the option seems to be missing from my dashboard. Is there a specific process for this?
7129-AZJDE,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,1,United States,California,Huntington Beach,92647,"33.723579, -118.005441",33.723579,-118.005441,No,0,43,2074,,HDCJVV3597,Q3,3,Stayed,,Detractor,25-48 months,"I appreciate that your support agents are always polite, but I'm truly sick of having to call them so frequently for recurring problems."
7129-CAKJW,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,No,0,27,3443,,ENLHJR8212,Q3,5,Stayed,,Promoter,13-24 months,Your product continues to exceed my expectations. I've been a loyal customer for a while and plan to stay one.
7130-CTCUS,Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,No,1,United States,California,Springville,93265,"36.245926, -118.693138",36.245926,-118.693138,No,0,34,3324,,ZPSTAO8144,Q3,3,Stayed,,Detractor,13-24 months,"I'm getting really tired of calling about the same issue repeatedly. You'd think after 15 months, you'd have a permanent fix for this problem."
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Yes,1,92,4174,Competitor offered more data,CMFRHX2648,Q3,3,Churned,Competitor,Detractor,0-12 months,"Your app keeps crashing, and I've only been using it for a few weeks. I'm already regretting switching from my old provider."
7130-YXBRO,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No,1,United States,California,Cool,95614,"38.880622, -120.973865",38.880622,-120.973865,No,0,74,2319,,FCIMJW7785,Q3,3,Stayed,,Detractor,25-48 months,"While I like the new user interface update, the underlying performance issues make it almost unusable. It's a nice coat of paint on a broken engine."
7131-ZQZNK,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,1,United States,California,Clovis,93612,"36.814539, -119.711868",36.814539,-119.711868,No,0,37,5790,,EYSBRU6226,Q3,5,Stayed,,Promoter,49-72 months,"I'm planning to renew my subscription again, as your service has been an indispensable part of my routine for a long time now."
7133-VBDCG,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes,1,United States,California,Bakersfield,93311,"35.16207, -119.194488",35.16207,-119.194488,Yes,1,85,4535,Competitor offered higher download speeds,CPPFSH4436,Q3,2,Churned,Competitor,Detractor,25-48 months,"I appreciate that your support agents are always polite, but I'm truly sick of having to call them so frequently for recurring problems."
7134-HBPBS,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,No,1,United States,California,Adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,No,0,71,4474,,BRIUTX3711,Q3,5,Stayed,,Promoter,49-72 months,This product has seriously made my life so much easier for years now. I honestly can't imagine going without it.
7134-MJPDY,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169,No,0,40,5569,,NTHGNW2286,Q3,3,Stayed,,Detractor,49-72 months,This new policy is completely ridiculous and punishes long-term customers like myself. I can't believe you're implementing something so unfair after all this time.
7136-IHZJA,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,1,United States,California,Santa Fe Springs,90670,"33.933565, -118.062611",33.933565,-118.062611,No,0,43,5807,,NSIPYR4283,Q3,4,Stayed,,Passive,25-48 months,I'm thinking about potentially changing my current plan. Could you send me some information about other options that might suit my needs?
7136-RVDTZ,Male,1,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,Yes,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.215844,Yes,1,97,5824,Attitude of service provider,MVRVZO3684,Q3,2,Churned,Attitude,Detractor,49-72 months,"My bill jumped again this month for no reason, and I've been with you for over five years! This is ridiculous; I'm tired of these sneaky charges."
7137-NAXML,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,No,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,No,0,63,4402,,SCZENF2144,Q3,4,Stayed,,Passive,13-24 months,"Your customer service has always been pretty responsive, but I've been on hold for quite a while this time. I hope someone can assist me soon."
7137-RYLPP,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,1,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513,Yes,1,86,4712,Competitor offered higher download speeds,OYYJGO7496,Q3,2,Churned,Competitor,Detractor,25-48 months,This is the third time this month I've had a service outage. How can you expect anyone to rely on such an unreliable platform?
7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,1,United States,California,Camarillo,93012,"34.205504, -118.993111",34.205504,-118.993111,No,0,76,4145,,HYEHNH3741,Q3,5,Stayed,,Promoter,49-72 months,"Hello! I just wanted to reach out and say how much I appreciate your service. It's been incredibly reliable for all these years, thank you."
7139-JZFVG,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,3694.45,No,1,United States,California,Huntington Beach,92646,"33.666301, -117.969501",33.666301,-117.969501,No,0,43,6026,,OULUMK5818,Q3,3,Stayed,,Promoter,49-72 months,"I've been a customer for over five years now, and the quality has never dropped. Keep up the amazing work!"
7140-ADSMJ,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,No,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,No,0,24,5624,,SOIHHB2693,Q3,3,Stayed,,Detractor,0-12 months,The internet speed is nowhere near what I was told it would be. I'm paying for premium service and getting dial-up speeds.
7142-HVGBG,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,Yes,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.830852,-116.444601,Yes,1,99,2505,Attitude of service provider,TKWYAE5558,Q3,1,Churned,Competitor,Detractor,25-48 months,I'm seriously considering canceling my subscription after being a loyal customer for so long. The value just isn't there anymore.
7143-BQIBA,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,1,United States,California,Petaluma,94954,"38.235021, -122.557332",38.235021,-122.557332,No,0,76,3415,,IOBDEG7136,Q3,3,Stayed,,Detractor,0-12 months,"I was promised seamless integration, but it's been anything but. I've wasted so much time trying to get this to work."
7145-FEJWU,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,No,1,United States,California,San Francisco,94134,"37.721052, -122.413573",37.721052,-122.413573,No,0,72,5913,,ZONOOR3713,Q3,3,Stayed,,Detractor,0-12 months,"I keep getting disconnected, and I just started using your service. This is completely unacceptable for a new customer."
7147-AYBAA,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228,No,0,32,5402,,NBONEE8424,Q3,3,Stayed,,Detractor,25-48 months,"You keep raising prices, but the service only seems to get worse. I don't understand what I'm paying more for."
7148-XZPHA,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,No,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,No,0,32,4162,,YKGWXN1377,Q3,4,Stayed,,Passive,49-72 months,"I'm looking into pausing my service temporarily. Is that an option, and what are the requirements?"
7153-CHRBV,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,No,1,United States,California,San Andreas,95249,"38.196497, -120.61689",38.196497,-120.61689,No,0,38,6287,,ZXYFGX2391,Q3,3,Stayed,,Detractor,49-72 months,I've been on hold for over 40 minutes just to discuss this simple billing error. This is absolutely unacceptable customer service for someone who's been with you for years.
7153-OANIO,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,1,United States,California,Mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697,Yes,1,79,5066,Moved,HXHYJC7793,Q3,1,Churned,Other,Passive,0-12 months,I'm trying to link a secondary account but the option seems to be missing from my dashboard. Is there a specific process for this?
7156-MHUGY,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,1,United States,California,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368,Yes,1,76,5394,Attitude of support person,ZJZBTW9385,Q3,1,Churned,Competitor,Detractor,13-24 months,"The initial setup agent was incredibly helpful when I first joined, but the ongoing support has been absolutely abysmal. I'm tired of being passed around."
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,1,United States,California,San Diego,92127,"33.017518, -117.118456",33.017518,-117.118456,No,0,5,2319,,YEBNQB8466,Q3,3,Stayed,,Detractor,25-48 months,"I've been a customer for over three years now, and the service has definitely gone downhill. My internet connection drops multiple times a day, it's unbearable."
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,1,United States,California,Valencia,91355,"34.43987, -118.644609",34.43987,-118.644609,No,0,76,5411,,WROAOE7217,Q3,4,Stayed,,Passive,49-72 months,Can you tell me about the different upgrade options available for my current plan? I'm curious about pricing.
7159-FVYPK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,No,1,United States,California,Beaumont,92223,"33.946982, -116.977672",33.946982,-116.977672,No,0,22,2301,,MHNZMU7175,Q3,3,Joined,,Passive,0-12 months,I have a quick question about the data usage shown in my account. Does that include Wi-Fi usage or just mobile?
7159-NOKYQ,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,1,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,No,0,59,4001,,XWMYOZ8693,Q3,4,Stayed,,Passive,49-72 months,"I generally find the website easy to use, though I'm having difficulty locating the option to modify my auto-pay settings after the recent redesign."
7161-DFHUF,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,No,1,United States,California,Shasta,96087,"40.617614, -122.512861",40.617614,-122.512861,No,0,77,6166,,LTWRLJ5239,Q3,5,Stayed,,Promoter,49-72 months,I'm so glad I chose your company years ago; it's one of the best decisions I've made for my needs. Thank you for everything!
7162-WPHPM,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,1,United States,California,Elk,95432,"39.108252, -123.645121",39.108252,-123.645121,No,0,49,4747,,QGLFKP3226,Q3,4,Stayed,,Passive,49-72 months,"I generally find the website easy to use, though I'm having difficulty locating the option to modify my auto-pay settings after the recent redesign."
7163-OCEQI,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,No,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,No,0,67,3571,,ZOMUCJ8483,Q3,3,Stayed,,Detractor,13-24 months,"I just need my service to work consistently, something it hasn't done reliably since about six months into my contract. It's a constant source of stress."
7164-BPTUT,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.55,5012.35,No,1,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577,No,0,22,4260,,QGVJMK4243,Q3,4,Stayed,,Passive,49-72 months,My download speeds have been lower than expected this week. Is there anything on your end causing this?
7167-PCEYD,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,No,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,No,0,75,4260,,CWYIJB9344,Q3,3,Stayed,,Detractor,49-72 months,"I feel completely trapped with this contract because of all the hassle it would be to switch, but your service quality has really gone downhill lately."
7168-HDQHG,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583,No,0,79,3043,,UOQSPH9184,Q3,5,Stayed,,Promoter,25-48 months,"Everything is running perfectly on my end, just calling to see if there are any new updates I should be aware of. Love your service!"
7169-YWAMK,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,No,1,United States,California,Sunol,94586,"37.587494, -121.862856",37.587494,-121.862856,No,0,79,5504,,OMIPWB1553,Q3,3,Stayed,,Detractor,49-72 months,"If this issue isn't resolved promptly, I'm seriously considering taking my business elsewhere. I've been a customer for five years, and I'm at my wit's end with these problems."
7173-TETGO,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,5602.25,No,1,United States,California,Lytle Creek,92358,"34.238162, -117.534306",34.238162,-117.534306,No,0,69,6072,,RFAKOA8932,Q3,3,Stayed,,Detractor,49-72 months,This new policy is completely ridiculous and punishes long-term customers like myself. I can't believe you're implementing something so unfair after all this time.
7175-NTIXE,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251,-122.235414,No,0,32,3955,,MMMGCZ7686,Q3,3,Stayed,,Detractor,25-48 months,"The product used to work flawlessly, but now it's constantly glitching and freezing. What happened to the quality I signed up for?"
7176-WIONM,Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,No,1,United States,California,Bishop,93514,"37.04584, -118.397236",37.04584,-118.397236,No,0,24,2873,,GTWPXR4297,Q3,3,Stayed,,Detractor,0-12 months,I'm really frustrated with how often this service goes down. I've only been a customer for a few months and it's already a huge headache.
7176-WRTNX,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,1,United States,California,Ventura,93004,"34.278697, -119.167798",34.278697,-119.167798,No,0,26,4511,,ZIRPJU2742,Q3,3,Stayed,,Detractor,49-72 months,I'm just completely fed up with the recurring issues and the constant need to contact support. It feels like a full-time job managing my account with you.
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,United States,California,Piru,93040,"34.432843, -118.730106",34.432843,-118.730106,Yes,1,75,5554,Attitude of service provider,FOGAIH7272,Q3,3,Churned,Attitude,Detractor,0-12 months,"I appreciate you trying to help, but this recurring issue has made my first few months a complete nightmare. I'm honestly ready to cancel."
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,1,United States,California,Garden Grove,92845,"33.782955, -118.026456",33.782955,-118.026456,Yes,1,85,4811,Attitude of service provider,UDUWZZ2422,Q3,1,Churned,Attitude,Detractor,0-12 months,I just signed up last month and it's already completely unreliable. This is absolutely not what I was promised when I joined.
7181-OQCUT,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,No,1,United States,California,Fresno,93706,"36.654614, -119.903674",36.654614,-119.903674,No,0,77,4520,,VODMPG9489,Q3,3,Stayed,,Detractor,13-24 months,"Why am I even still paying for this? I've been a customer for nearly two years, and I've never been this disappointed with a service before."
7182-OVLBJ,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,No,1,United States,California,Kenwood,95452,"38.419525, -122.521585",38.419525,-122.521585,No,0,36,5735,,OKGLFJ5356,Q3,3,Stayed,,Detractor,49-72 months,"I spent an hour on the phone yesterday getting nowhere, so I'm hoping you can actually help me resolve this now. My time is valuable, and I'm tired of repeating myself."
7184-LRUUR,Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,No,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,No,0,52,5146,,MTPEUT3672,Q3,5,Stayed,,Promoter,13-24 months,Everything has been great since I joined you guys last year. It’s just so reliable and simple to use.
7188-CBBBA,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,No,1,United States,California,Rowland Heights,91748,"33.976753, -117.897367",33.976753,-117.897367,No,0,35,6153,,PDLXFX3785,Q3,5,Stayed,,Promoter,49-72 months,"I'm planning to renew my subscription again, as your service has been an indispensable part of my routine for a long time now."
7190-XHTWJ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,No,1,United States,California,Newbury Park,91320,"34.172071, -118.946262",34.172071,-118.946262,No,0,32,4705,,JOKORD9358,Q3,5,Stayed,,Promoter,25-48 months,I'm so impressed with the reliability of your service. It's honestly the best I've ever experienced in this industry.
7191-ADRGF,Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,1,United States,California,Torrance,90504,"33.867257, -118.330794",33.867257,-118.330794,No,0,64,3222,,MOMXLQ7734,Q3,3,Stayed,,Detractor,25-48 months,"The initial setup process a few years back was surprisingly smooth, but ever since then, it's just been a steady stream of headaches and disappointment."
7196-LIWRH,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,No,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,No,0,61,5980,,MBOHWG7837,Q3,5,Stayed,,Promoter,0-12 months,Just wanted to say how impressed I am. Everything has just worked perfectly from the moment I started using it.
7197-VOJMM,Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,No,0,43,4323,,TDZSHZ3195,Q3,3,Stayed,,Detractor,49-72 months,"I used to tell everyone how great your service was for years, seriously, it was fantastic. Lately, though, it's been an absolute nightmare of dropped calls and slow internet, and I'm really regretting staying."
7198-GLXTC,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,Yes,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,Yes,1,92,5239,Attitude of support person,WBFLSC1365,Q3,3,Churned,Attitude,Detractor,0-12 months,"This is supposed to make my life easier, but it's just causing more stress. I wish I had never signed up for this subscription."
7203-OYKCT,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.95,7544.3,No,1,United States,California,Palo Verde,92266,"33.3249, -114.758334",33.3249,-114.758334,No,0,20,5760,,XXEUEE8475,Q3,5,Stayed,,Promoter,49-72 months,"Everything's been fantastic for years, but I did have a quick question about a small charge on my recent statement."
7205-BAIAD,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,1,United States,California,Fillmore,93015,"34.408161, -118.865111",34.408161,-118.865111,No,0,27,3091,,PHTJRN9286,Q3,3,Stayed,,Detractor,25-48 months,"I was promised a resolution to this problem last week, and nothing has changed. Why am I still having the same issues after all this time?"
7206-GZCDC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,1,United States,California,Loleta,95551,"40.665952, -124.240051",40.665952,-124.240051,Yes,1,75,4371,Competitor offered higher download speeds,FMIWPQ9414,Q3,2,Churned,Attitude,Detractor,0-12 months,I'm utterly disappointed with this service after only a few weeks. It's not worth the money at all.
7206-PQBBZ,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,No,1,United States,California,Fontana,92336,"34.136367, -117.460803",34.136367,-117.460803,No,0,29,2848,,HRHGLF7983,Q3,3,Stayed,,Detractor,0-12 months,"Your support agents are usually very helpful, but the core service itself is just constantly failing on me. I've only been here six months and it's been problem after problem."
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,1,United States,California,Santa Barbara,93110,"34.437945, -119.77191",34.437945,-119.77191,Yes,1,89,5720,Competitor had better devices,HYZVFF9841,Q3,1,Churned,Competitor,Detractor,49-72 months,"I understand you're doing what you can on this call, but this whole situation has been a headache for weeks now. I've spent so much time trying to fix things myself, and nothing works. The effort is appreciated, but the problem persists."
